transaction_id,date,category,product,quantity,price,amount
116,2025-10-27,Электроника,Ноутбук,6,3596.15,21576.9
117,2025-10-21,Электроника,Наушники,4,1890.92,7563.68
118,2025-10-26,Одежда,Кроссовки,9,5370.03,48330.27
119,2025-10-19,Спорт,Скакалка,6,343.35,2060.1
120,2025-10-12,Одежда,Джинсы,8,6335.61,50684.88
121,2025-10-10,Спорт,Гантели,7,9266.05,64862.35
122,2025-10-13,Электроника,Ноутбук,10,417.42,4174.2
123,2025-10-13,Продукты,Яйца,4,762.44,3049.76
124,2025-11-05,Одежда,Кроссовки,4,3578.9,14315.6
125,2025-10-30,Одежда,Кроссовки,3,5558.13,16674.39
126,2025-11-04,Электроника,Наушники,3,5031.71,15095.13
127,2025-10-23,Спорт,Скакалка,7,925.86,6481.02
128,2025-10-23,Спорт,Мяч,9,5590.23,50312.07
129,2025-11-06,Электроника,Ноутбук,2,4382.85,8765.7
130,2025-11-04,Одежда,Куртка,2,2362.27,4724.54
131,2025-10-11,Электроника,Наушники,5,6907.12,34535.6
132,2025-10-23,Электроника,Ноутбук,8,1287.88,10303.04
133,2025-10-31,Спорт,Мяч,7,4812.83,33689.81
134,2025-10-21,Продукты,Фрукты,3,412.71,1238.13
135,2025-11-08,Электроника,Наушники,5,4448.74,22243.7
136,2025-10-22,Электроника,Телефон,5,7022.38,35111.9
137,2025-10-14,Книги,Учебник,6,2099.62,12597.72
138,2025-11-07,Книги,Учебник,3,9397.19,28191.57
139,2025-10-25,Одежда,Футболка,2,1703.67,3407.34
140,2025-10-31,Спорт,Мяч,4,925.72,3702.88
141,2025-10-15,Продукты,Молоко,10,5754.29,57542.9
142,2025-10-10,Одежда,Куртка,6,7828.87,46973.22
143,2025-10-11,Книги,Энциклопедия,3,9292.91,27878.73
144,2025-10-22,Одежда,Куртка,9,894.26,8048.34
145,2025-11-01,Одежда,Кроссовки,9,3893.02,35037.18
146,2025-10-17,Спорт,Гантели,4,7574.66,30298.64
147,2025-10-30,Электроника,Планшет,6,7779.6,46677.6
148,2025-10-12,Спорт,Мяч,1,1760.58,1760.58
149,2025-10-26,Электроника,Наушники,2,3413.22,6826.44
150,2025-10-18,Спорт,Гантели,3,1599.7,4799.1
151,2025-10-18,Электроника,Наушники,8,9589.44,76715.52
152,2025-10-13,Продукты,Хлеб,4,910.17,3640.68
153,2025-10-30,Электроника,Ноутбук,1,3592.34,3592.34
154,2025-10-10,Продукты,Яйца,3,7064.17,21192.51
155,2025-11-05,Книги,Роман,6,5427.18,32563.08
156,2025-11-05,Продукты,Хлеб,7,4603.76,32226.32
157,2025-10-27,Электроника,Телефон,1,8601.97,8601.97
158,2025-10-11,Книги,Комикс,1,8979.77,8979.77
159,2025-10-21,Книги,Энциклопедия,9,1576.74,-14190.66
160,2025-11-05,Книги,Роман,1,7988.4,7988.4
161,2025-10-13,Спорт,Мяч,1,2036.41,2036.41
162,2025-10-26,Спорт,Гантели,6,6055.18,36331.08
163,2025-10-23,Спорт,Гантели,1,3659.38,3659.38
164,2025-10-25,Одежда,Футболка,4,3397.34,13589.36
165,2025-10-28,Спорт,Мяч,7,4657.9,32605.3
166,2025-10-17,Спорт,Гантели,5,7754.13,38770.65
167,2025-10-10,Книги,Учебник,4,6494.18,-25976.72
168,2025-10-21,Спорт,Мяч,3,7281.75,21845.25
169,2025-10-10,Одежда,Куртка,6,9636.95,57821.7
170,2025-10-28,Одежда,Джинсы,4,4282.22,17128.88
171,2025-11-07,Электроника,Наушники,4,5083.97,20335.88
172,2025-10-13,Одежда,Кроссовки,9,5582.56,50243.04
173,2025-10-14,Одежда,Куртка,3,8129.33,24387.99
174,2025-10-23,Электроника,Наушники,2,660.07,1320.14
175,2025-10-11,Книги,Комикс,3,1948.56,5845.68
176,2025-10-10,Спорт,Скакалка,7,4415.88,30911.16
177,2025-10-25,Электроника,Телефон,7,2897.92,20285.44
178,2025-11-06,Спорт,Мяч,8,6591.92,52735.36
179,2025-10-21,Электроника,Планшет,6,6650.22,39901.32
180,2025-11-03,Одежда,Футболка,6,8853.07,53118.42
181,2025-10-14,Электроника,Планшет,1,2020.58,2020.58
182,2025-10-23,Электроника,Наушники,10,4701.23,47012.3
183,2025-10-15,Электроника,Телефон,5,3044.2,15221.0
184,2025-10-26,Электроника,Планшет,9,4508.85,40579.65
185,2025-10-23,Одежда,Куртка,7,7130.02,49910.14
186,2025-10-28,Спорт,Мяч,1,3730.77,-3730.77
187,2025-10-21,Электроника,Планшет,7,3766.5,26365.5
188,2025-10-23,Электроника,Наушники,3,3508.94,10526.82
189,2025-11-03,Спорт,Гантели,1,5361.72,5361.72
190,2025-10-31,Продукты,Хлеб,9,1850.77,16656.93
191,2025-11-09,Продукты,Яйца,9,2699.39,24294.51
192,2025-10-17,Спорт,Скакалка,9,7004.65,63041.85
193,2025-11-09,Продукты,Хлеб,1,5162.84,5162.84
194,2025-10-23,Спорт,Коврик,5,5947.98,29739.9
195,2025-10-12,Электроника,Телефон,2,5484.05,10968.1
196,2025-10-11,Книги,Учебник,4,804.45,3217.8
197,2025-11-01,Спорт,Коврик,4,465.39,1861.56
198,2025-11-02,Одежда,Джинсы,7,306.18,2143.26
199,2025-10-11,Спорт,Мяч,5,1748.0,8740.0
200,2025-11-01,Спорт,Мяч,9,2857.11,25713.99
201,2025-10-10,Одежда,Джинсы,10,5202.05,-52020.5
202,2025-10-25,Спорт,Скакалка,10,4694.57,46945.7
203,2025-10-31,Продукты,Хлеб,4,9058.84,36235.36
204,2025-10-30,Одежда,Кроссовки,6,7992.12,47952.72
205,2025-11-01,Спорт,Мяч,3,7058.35,21175.05
206,2025-10-28,Электроника,Планшет,4,7921.65,31686.6
207,2025-11-04,Книги,Комикс,4,9651.31,38605.24
208,2025-10-20,Спорт,Гантели,7,3811.34,26679.38
209,2025-10-16,Книги,Комикс,7,9673.45,67714.15
210,2025-10-19,Одежда,Кроссовки,4,3600.93,14403.72
211,2025-10-25,Спорт,Коврик,2,1115.65,2231.3
212,2025-11-01,Электроника,Ноутбук,8,3247.75,25982.0
213,2025-10-28,Продукты,Фрукты,1,4736.82,4736.82
214,2025-10-19,Книги,Энциклопедия,3,3320.85,9962.55
215,2025-10-19,Электроника,Телефон,10,995.76,9957.6
216,2025-10-16,Продукты,Хлеб,5,5355.74,26778.7
217,2025-10-13,Книги,Учебник,9,6964.86,62683.74
218,2025-10-26,Одежда,Кроссовки,6,4906.06,29436.36
219,2025-10-23,Книги,Учебник,8,7650.51,61204.08
220,2025-10-17,Электроника,Наушники,9,4501.68,40515.12
221,2025-11-07,Книги,Комикс,1,7896.45,7896.45
222,2025-10-24,Электроника,Наушники,10,3547.18,35471.8
223,2025-11-07,Одежда,Куртка,3,4439.36,13318.08
224,2025-10-10,Продукты,Молоко,8,1081.51,8652.08
225,2025-10-20,Спорт,Мяч,9,8249.38,74244.42
226,2025-10-30,Продукты,Яйца,6,2193.71,13162.26
227,2025-10-10,Электроника,Ноутбук,4,5622.23,22488.92
228,2025-10-13,Одежда,Джинсы,3,8094.96,24284.88
229,2025-11-07,Книги,Учебник,5,8587.74,42938.7
230,2025-11-01,Спорт,Мяч,9,8647.88,77830.92
231,2025-10-17,Одежда,Джинсы,1,4050.43,4050.43
232,2025-10-26,Книги,Роман,6,5613.47,33680.82
233,2025-10-17,Книги,Энциклопедия,10,8906.18,89061.8
234,2025-11-03,Электроника,Ноутбук,1,8378.28,8378.28
235,2025-10-17,Одежда,Куртка,1,3958.98,3958.98
236,2025-10-28,Спорт,Гантели,4,8105.26,32421.04
237,2025-10-25,Продукты,Молоко,9,6631.38,59682.42
238,2025-10-13,Продукты,Молоко,8,6317.34,50538.72
239,2025-10-31,Спорт,Коврик,7,7047.96,49335.72
240,2025-10-27,Электроника,Наушники,2,9960.77,19921.54
241,2025-10-10,Продукты,Молоко,5,6868.8,34344.0
242,2025-10-16,Электроника,Телефон,8,5749.86,45998.88
243,2025-10-10,Одежда,Футболка,3,8528.68,-25586.04
244,2025-11-07,Электроника,Планшет,2,829.29,1658.58
245,2025-10-21,Электроника,Ноутбук,3,8604.4,25813.2
246,2025-10-11,Продукты,Молоко,8,5921.82,47374.56
247,2025-10-24,Одежда,Футболка,8,9345.25,74762.0
248,2025-11-03,Продукты,Фрукты,10,3396.0,33960.0
249,2025-10-12,Спорт,Скакалка,6,4182.85,25097.1
250,2025-10-13,Спорт,Гантели,9,5703.37,-51330.33
251,2025-10-28,Спорт,Мяч,1,7475.5,7475.5
252,2025-10-17,Спорт,Мяч,8,9479.63,75837.04
253,2025-11-06,Спорт,Мяч,10,5772.29,57722.9
254,2025-11-05,Электроника,Ноутбук,6,7387.49,44324.94
255,2025-11-04,Книги,Энциклопедия,9,5774.02,51966.18
256,2025-10-26,Книги,Учебник,5,6467.62,32338.1
257,2025-10-28,Спорт,Коврик,4,6373.35,25493.4
258,2025-10-25,Книги,Энциклопедия,7,6996.71,48976.97
259,2025-10-24,Электроника,Планшет,1,6207.53,6207.53
260,2025-10-29,Продукты,Яйца,10,5895.69,58956.9
261,2025-11-08,Книги,Роман,8,2126.77,17014.16
262,2025-10-19,Одежда,Кроссовки,4,408.68,1634.72
263,2025-11-07,Электроника,Телефон,8,2196.54,17572.32
264,2025-10-16,Продукты,Молоко,1,9230.7,9230.7
265,2025-10-14,Книги,Комикс,6,1363.57,8181.42
266,2025-11-08,Спорт,Скакалка,10,465.48,4654.8
267,2025-10-26,Спорт,Коврик,7,8728.55,61099.85
268,2025-10-16,Продукты,Молоко,4,7024.15,28096.6
269,2025-10-17,Электроника,Ноутбук,4,6839.92,27359.68
270,2025-10-26,Электроника,Наушники,1,3332.65,3332.65
271,2025-10-28,Электроника,Планшет,6,9196.86,55181.16
272,2025-10-18,Электроника,Планшет,5,3690.05,18450.25
273,2025-10-15,Продукты,Яйца,10,1355.99,13559.9
274,2025-10-17,Продукты,Молоко,8,7969.9,63759.2
275,2025-10-27,Электроника,Планшет,2,1466.28,2932.56
276,2025-10-17,Электроника,Планшет,4,944.33,3777.32
277,2025-10-15,Книги,Комикс,7,2389.17,16724.19
278,2025-10-20,Книги,Роман,5,2647.41,13237.05
279,2025-10-26,Книги,Энциклопедия,8,3943.03,31544.24
280,2025-10-17,Продукты,Хлеб,1,6463.12,6463.12
281,2025-10-31,Электроника,Телефон,9,2366.39,21297.51
282,2025-10-27,Книги,Учебник,5,9625.58,48127.9
283,2025-10-22,Продукты,Хлеб,2,6761.91,13523.82
284,2025-10-30,Книги,Роман,1,9397.62,9397.62
285,2025-11-09,Книги,Комикс,5,4647.79,23238.95
286,2025-10-21,Спорт,Мяч,5,9501.44,47507.2
287,2025-10-14,Книги,Роман,7,1558.47,10909.29
288,2025-11-09,Электроника,Ноутбук,5,8400.07,42000.35
289,2025-11-02,Спорт,Мяч,3,7055.96,21167.88
290,2025-10-20,Книги,Энциклопедия,5,7488.48,-37442.4
291,2025-10-25,Спорт,Скакалка,6,2460.89,14765.34
292,2025-10-16,Продукты,Молоко,1,7720.48,-7720.48
293,2025-10-27,Одежда,Джинсы,2,5427.47,10854.94
294,2025-11-04,Одежда,Куртка,10,8605.59,86055.9
295,2025-10-19,Электроника,Ноутбук,6,120.5,723.0
296,2025-10-13,Книги,Роман,1,4438.18,4438.18
297,2025-10-12,Книги,Комикс,10,5013.58,50135.8
298,2025-10-21,Продукты,Яйца,4,2189.91,8759.64
299,2025-11-09,Одежда,Футболка,2,7521.88,15043.76
300,2025-11-07,Электроника,Ноутбук,10,635.64,6356.4
301,2025-11-04,Книги,Учебник,6,6065.03,36390.18
302,2025-10-20,Книги,Роман,9,3689.83,33208.47
303,2025-10-15,Электроника,Наушники,4,1518.57,6074.28
304,2025-10-15,Книги,Учебник,9,606.35,5457.15
305,2025-10-13,Одежда,Куртка,6,1025.71,6154.26
306,2025-10-10,Электроника,Ноутбук,7,1548.46,10839.22
307,2025-10-13,Одежда,Джинсы,2,9766.17,-19532.34
308,2025-10-27,Книги,Роман,5,6529.78,32648.9
309,2025-10-13,Книги,Энциклопедия,2,791.26,1582.52
310,2025-10-28,Электроника,Наушники,4,6341.71,25366.84
311,2025-10-10,Спорт,Мяч,10,5130.2,51302.0
312,2025-10-27,Одежда,Футболка,4,3148.15,12592.6
313,2025-10-24,Книги,Энциклопедия,8,5356.82,42854.56
314,2025-10-15,Продукты,Яйца,1,2029.81,2029.81
315,2025-10-22,Книги,Учебник,8,6696.93,53575.44
316,2025-11-03,Продукты,Яйца,10,3135.46,31354.6
317,2025-11-05,Одежда,Кроссовки,4,3858.35,15433.4
318,2025-10-25,Продукты,Яйца,3,9705.87,29117.61
319,2025-11-04,Продукты,Яйца,6,2349.78,14098.68
320,2025-10-17,Одежда,Футболка,10,9788.85,97888.5
321,2025-11-08,Электроника,Планшет,6,4010.15,24060.9
322,2025-11-05,Одежда,Джинсы,1,3678.54,3678.54
323,2025-10-19,Спорт,Скакалка,2,1851.86,3703.72
324,2025-11-02,Книги,Энциклопедия,10,4322.59,43225.9
325,2025-10-12,Одежда,Кроссовки,1,7294.38,7294.38
326,2025-11-06,Электроника,Ноутбук,9,696.53,-6268.77
327,2025-10-25,Спорт,Гантели,7,4866.19,34063.33
328,2025-10-17,Электроника,Наушники,7,8394.62,58762.34
329,2025-10-14,Спорт,Мяч,9,3478.89,31310.01
330,2025-11-02,Спорт,Гантели,3,1142.85,3428.55
331,2025-10-10,Электроника,Телефон,10,1860.56,18605.6
332,2025-10-25,Спорт,Коврик,2,4239.39,-8478.78
333,2025-11-08,Электроника,Наушники,1,3586.6,3586.6
334,2025-11-04,Книги,Энциклопедия,5,4450.86,22254.3
335,2025-10-16,Книги,Роман,5,3869.55,19347.75
336,2025-10-19,Продукты,Молоко,3,1876.9,5630.7
337,2025-10-28,Продукты,Фрукты,10,6624.12,66241.2
338,2025-10-25,Продукты,Хлеб,2,4685.85,9371.7
339,2025-10-28,Продукты,Фрукты,6,4599.21,27595.26
340,2025-10-18,Одежда,Футболка,7,9713.49,67994.43
341,2025-10-12,Спорт,Коврик,3,3387.31,10161.93
342,2025-10-10,Книги,Роман,10,8915.01,89150.1
343,2025-10-11,Электроника,Телефон,4,7231.96,28927.84
344,2025-11-05,Продукты,Молоко,4,7367.47,29469.88
345,2025-10-26,Продукты,Молоко,4,6669.77,26679.08
346,2025-10-15,Продукты,Яйца,6,5215.97,31295.82
347,2025-11-04,Спорт,Гантели,5,8804.46,44022.3
348,2025-10-18,Одежда,Куртка,4,8688.65,-34754.6
349,2025-11-06,Электроника,Телефон,8,7823.76,62590.08
350,2025-11-03,Книги,Учебник,7,782.17,5475.19
351,2025-10-22,Книги,Учебник,10,883.46,8834.6
352,2025-11-08,Одежда,Джинсы,9,700.3,6302.7
353,2025-10-18,Продукты,Молоко,8,9569.98,76559.84
354,2025-10-24,Книги,Роман,9,2916.16,26245.44
355,2025-10-31,Электроника,Планшет,7,1532.88,10730.16
356,2025-11-03,Продукты,Хлеб,1,8889.44,8889.44
357,2025-10-15,Электроника,Наушники,9,5348.45,48136.05
358,2025-10-21,Книги,Комикс,10,8690.14,86901.4
359,2025-11-01,Продукты,Фрукты,2,4422.55,8845.1
360,2025-10-13,Спорт,Скакалка,9,7847.0,70623.0
361,2025-11-02,Продукты,Фрукты,10,2497.23,24972.3
362,2025-10-11,Спорт,Гантели,1,6019.49,6019.49
363,2025-10-11,Электроника,Планшет,5,9550.77,47753.85
364,2025-11-01,Продукты,Хлеб,1,5875.81,5875.81
365,2025-10-31,Книги,Учебник,10,4990.2,49902.0
366,2025-10-13,Спорт,Гантели,8,6953.91,55631.28
367,2025-10-25,Электроника,Наушники,9,5670.14,-51031.26
368,2025-11-01,Спорт,Коврик,2,9656.58,19313.16
369,2025-10-31,Спорт,Гантели,8,8130.59,65044.72
370,2025-10-23,Одежда,Футболка,5,822.4,4112.0
371,2025-10-14,Одежда,Джинсы,3,583.04,1749.12
372,2025-11-04,Книги,Учебник,6,4949.95,29699.7
373,2025-10-17,Электроника,Наушники,7,4240.47,29683.29
374,2025-10-12,Продукты,Хлеб,10,9452.28,94522.8
375,2025-10-22,Электроника,Ноутбук,6,1615.55,9693.3
376,2025-10-30,Продукты,Хлеб,4,7962.04,-31848.16
377,2025-11-06,Продукты,Фрукты,4,5639.74,22558.96
378,2025-11-05,Одежда,Джинсы,6,5420.7,32524.2
379,2025-11-09,Спорт,Коврик,9,8544.83,76903.47
380,2025-10-22,Спорт,Мяч,6,3471.78,20830.68
381,2025-10-27,Продукты,Молоко,8,9107.39,72859.12
382,2025-11-07,Продукты,Молоко,4,2694.48,10777.92
383,2025-10-29,Спорт,Скакалка,8,570.53,4564.24
384,2025-10-18,Книги,Комикс,3,8858.22,26574.66
385,2025-10-11,Электроника,Ноутбук,3,6013.24,18039.72
386,2025-11-06,Электроника,Ноутбук,9,2374.83,21373.47
387,2025-11-09,Продукты,Фрукты,8,7273.91,58191.28
388,2025-10-24,Книги,Комикс,10,3489.21,34892.1
389,2025-11-03,Одежда,Кроссовки,1,2743.48,2743.48
390,2025-10-28,Продукты,Хлеб,5,7366.26,36831.3
391,2025-11-05,Электроника,Планшет,5,8273.82,41369.1
392,2025-10-18,Спорт,Коврик,5,5071.08,25355.4
393,2025-11-06,Продукты,Яйца,6,4860.2,-29161.2
394,2025-10-14,Спорт,Коврик,10,4439.64,44396.4
395,2025-10-28,Продукты,Яйца,7,1582.64,11078.48
396,2025-10-22,Продукты,Молоко,2,4693.09,9386.18
397,2025-10-26,Книги,Учебник,9,1906.48,17158.32
398,2025-10-14,Одежда,Джинсы,3,7066.8,21200.4
399,2025-10-18,Книги,Комикс,1,1509.88,1509.88
400,2025-10-18,Книги,Энциклопедия,6,6507.44,39044.64
401,2025-11-09,Книги,Роман,8,6406.19,51249.52
402,2025-10-10,Электроника,Ноутбук,10,8466.33,84663.3
403,2025-10-17,Одежда,Джинсы,9,3305.53,29749.77
404,2025-10-29,Электроника,Наушники,7,704.23,4929.61
405,2025-10-14,Электроника,Планшет,3,2699.94,8099.82
406,2025-10-15,Книги,Комикс,8,4432.06,35456.48
407,2025-10-15,Одежда,Футболка,10,1133.26,11332.6
408,2025-11-06,Продукты,Фрукты,10,3914.71,39147.1
409,2025-11-09,Одежда,Футболка,5,126.31,631.55
410,2025-10-28,Спорт,Мяч,8,2082.55,16660.4
411,2025-10-14,Электроника,Планшет,10,4839.85,48398.5
412,2025-10-17,Книги,Роман,4,3160.54,12642.16
413,2025-10-10,Одежда,Джинсы,3,852.42,2557.26
414,2025-10-31,Продукты,Хлеб,4,2496.03,9984.12
415,2025-11-06,Книги,Роман,4,2269.41,9077.64
416,2025-10-23,Продукты,Молоко,10,2494.36,24943.6
417,2025-11-09,Одежда,Кроссовки,7,3194.51,-22361.57
418,2025-10-26,Спорт,Скакалка,6,1825.69,10954.14
419,2025-10-29,Электроника,Планшет,9,7239.09,65151.81
420,2025-10-19,Книги,Учебник,10,6685.0,66850.0
421,2025-10-24,Книги,Комикс,1,5117.75,5117.75
422,2025-10-14,Спорт,Гантели,6,6839.04,41034.24
423,2025-10-13,Одежда,Джинсы,6,7450.46,44702.76
424,2025-10-25,Спорт,Коврик,3,3449.44,10348.32
425,2025-10-24,Книги,Учебник,2,6241.6,12483.2
426,2025-11-03,Одежда,Куртка,3,3748.84,11246.52
427,2025-10-27,Книги,Учебник,2,5115.49,10230.98
428,2025-10-28,Продукты,Яйца,2,2568.98,5137.96
429,2025-10-18,Продукты,Хлеб,3,1336.05,-4008.15
430,2025-10-29,Спорт,Коврик,1,1317.01,1317.01
431,2025-10-12,Электроника,Ноутбук,8,1947.65,15581.2
432,2025-10-26,Одежда,Куртка,9,9877.72,-88899.48
433,2025-10-30,Одежда,Джинсы,2,9168.94,18337.88
434,2025-11-02,Книги,Энциклопедия,1,574.33,574.33
435,2025-10-17,Одежда,Джинсы,7,1170.59,8194.13
436,2025-11-09,Одежда,Кроссовки,8,1752.02,14016.16
437,2025-10-31,Продукты,Молоко,8,7359.38,58875.04
438,2025-10-12,Спорт,Коврик,9,1898.4,17085.6
439,2025-11-08,Электроника,Ноутбук,10,5562.43,55624.3
440,2025-10-22,Продукты,Фрукты,3,6601.16,19803.48
441,2025-10-18,Книги,Комикс,1,8348.65,8348.65
442,2025-10-30,Одежда,Футболка,2,5567.75,11135.5
443,2025-10-30,Книги,Учебник,6,8079.77,48478.62
444,2025-10-10,Продукты,Фрукты,8,1269.89,10159.12
445,2025-10-30,Электроника,Телефон,8,6561.32,52490.56
446,2025-10-22,Спорт,Коврик,10,2695.49,26954.9
