transaction_id,date,customer_id,category,product,quantity,price,amount
173,2025-10-11,177,Книги,Учебник,1,9065.64,9065.64
174,2025-10-12,108,Продукты,Фрукты,5,220.92,1104.6
175,2025-11-07,175,Одежда,Кроссовки,2,4055.7,8111.4
176,2025-10-26,179,Спорт,Гантели,10,6418.85,64188.5
177,2025-11-02,112,Книги,Учебник,4,9362.83,37451.32
178,2025-11-02,139,Спорт,Скакалка,5,4054.41,20272.05
179,2025-11-07,178,Спорт,Коврик,5,4110.55,-20552.75
180,2025-10-16,116,Электроника,Планшет,10,8642.66,86426.6
181,2025-10-25,126,Продукты,Хлеб,7,6045.57,42318.99
182,2025-10-15,145,Продукты,Молоко,1,2449.25,2449.25
183,2025-10-17,195,Спорт,Скакалка,3,1683.51,5050.53
184,2025-11-02,146,Электроника,Наушники,7,3662.69,25638.83
185,2025-10-16,198,Электроника,Наушники,9,7428.53,66856.77
186,2025-10-31,129,Книги,Учебник,3,7060.49,21181.47
187,2025-11-03,116,Электроника,Телефон,8,3902.13,31217.04
188,2025-11-04,110,Спорт,Мяч,3,1009.99,3029.97
189,2025-11-08,108,Электроника,Телефон,6,9376.43,56258.58
190,2025-11-10,128,Продукты,Фрукты,8,3831.82,30654.56
191,2025-11-08,118,Продукты,Молоко,6,1951.76,11710.56
192,2025-10-19,147,Продукты,Молоко,7,834.27,5839.89
193,2025-10-30,135,Книги,Комикс,10,4299.6,42996.0
194,2025-11-06,136,Спорт,Мяч,9,7850.17,-70651.53
195,2025-11-09,129,Электроника,Планшет,2,4532.29,9064.58
196,2025-11-04,194,Спорт,Коврик,5,5985.2,29926.0
197,2025-10-21,192,Книги,Энциклопедия,9,9422.41,84801.69
198,2025-10-20,189,Книги,Комикс,6,5613.18,33679.08
199,2025-10-28,135,Книги,Энциклопедия,3,2293.15,6879.45
200,2025-10-28,176,Спорт,Гантели,4,2706.12,10824.48
201,2025-11-02,132,Книги,Энциклопедия,8,3228.6,25828.8
202,2025-11-09,197,Электроника,Ноутбук,6,112.92,677.52
203,2025-11-07,173,Продукты,Хлеб,5,2061.2,10306.0
204,2025-10-16,112,Одежда,Футболка,1,4435.13,4435.13
205,2025-10-19,173,Спорт,Мяч,9,3807.18,34264.62
206,2025-11-08,187,Книги,Комикс,3,3459.8,10379.4
207,2025-10-21,161,Продукты,Яйца,10,1927.38,19273.8
208,2025-10-13,180,Одежда,Джинсы,8,5270.0,42160.0
209,2025-10-11,149,Электроника,Ноутбук,7,1529.04,10703.28
210,2025-10-19,149,Электроника,Ноутбук,2,9497.09,18994.18
211,2025-10-13,158,Книги,Роман,1,2184.15,2184.15
212,2025-11-03,167,Продукты,Яйца,1,5889.98,5889.98
213,2025-10-29,137,Электроника,Ноутбук,9,4310.76,38796.84
214,2025-10-19,177,Продукты,Яйца,5,9334.68,46673.4
215,2025-11-06,182,Спорт,Коврик,10,6758.62,67586.2
216,2025-10-11,200,Одежда,Кроссовки,1,5741.28,5741.28
217,2025-11-04,142,Книги,Учебник,8,4442.24,35537.92
218,2025-11-10,186,Спорт,Мяч,2,6891.57,13783.14
219,2025-10-17,152,Книги,Учебник,1,1641.47,1641.47
220,2025-11-08,178,Одежда,Куртка,3,7992.94,23978.82
221,2025-10-21,144,Электроника,Ноутбук,9,5738.51,51646.59
222,2025-11-10,137,Электроника,Наушники,1,1709.68,1709.68
223,2025-10-31,159,Электроника,Телефон,7,1018.22,7127.54
224,2025-11-07,120,Книги,Комикс,10,2208.64,22086.4
225,2025-10-29,199,Спорт,Гантели,10,6325.06,63250.6
226,2025-10-24,104,Продукты,Фрукты,3,8529.11,-25587.33
227,2025-10-30,173,Спорт,Мяч,6,4780.46,28682.76
228,2025-10-24,128,Книги,Учебник,5,822.6,4113.0
229,2025-11-05,137,Продукты,Хлеб,10,1465.32,14653.2
230,2025-11-02,118,Одежда,Кроссовки,9,4181.54,37633.86
231,2025-10-31,177,Книги,Энциклопедия,2,5126.23,10252.46
232,2025-11-08,131,Продукты,Хлеб,8,281.41,2251.28
233,2025-10-29,116,Электроника,Телефон,4,3219.6,12878.4
234,2025-11-07,106,Продукты,Молоко,9,8376.36,75387.24
235,2025-10-17,199,Продукты,Фрукты,10,5703.22,57032.2
236,2025-10-27,191,Одежда,Футболка,4,7942.61,31770.44
237,2025-11-01,105,Электроника,Телефон,4,3051.44,12205.76
238,2025-11-07,175,Книги,Учебник,1,1954.01,-1954.01
239,2025-10-22,189,Электроника,Ноутбук,1,9116.68,9116.68
240,2025-10-20,194,Книги,Роман,6,3298.27,19789.62
241,2025-11-10,147,Электроника,Телефон,7,1753.19,12272.33
242,2025-10-26,103,Книги,Роман,5,8158.78,40793.9
243,2025-10-19,180,Одежда,Джинсы,10,5867.28,58672.8
244,2025-10-30,186,Одежда,Джинсы,4,7542.8,30171.2
245,2025-10-20,154,Спорт,Гантели,7,5134.95,35944.65
246,2025-10-24,158,Одежда,Куртка,6,9593.48,57560.88
247,2025-11-10,171,Спорт,Гантели,3,5828.91,17486.73
248,2025-11-02,131,Спорт,Мяч,4,8126.26,32505.04
249,2025-10-29,127,Книги,Учебник,3,7517.1,22551.3
250,2025-11-10,113,Электроника,Планшет,4,7605.66,30422.64
251,2025-10-28,195,Электроника,Ноутбук,6,5900.25,-35401.5
252,2025-10-21,189,Книги,Энциклопедия,7,3964.82,27753.74
253,2025-10-20,104,Книги,Энциклопедия,10,6642.35,66423.5
254,2025-10-11,170,Электроника,Наушники,6,2715.47,16292.82
255,2025-11-03,102,Спорт,Скакалка,10,7899.52,78995.2
256,2025-10-31,192,Одежда,Куртка,5,1892.64,9463.2
257,2025-10-21,161,Одежда,Футболка,2,6970.52,13941.04
258,2025-11-06,132,Электроника,Наушники,3,3033.75,9101.25
259,2025-10-29,193,Книги,Энциклопедия,10,4299.18,42991.8
260,2025-10-22,185,Электроника,Наушники,10,6615.81,66158.1
261,2025-10-23,110,Книги,Комикс,7,7002.51,49017.57
262,2025-10-19,112,Продукты,Фрукты,2,9683.92,19367.84
263,2025-10-17,115,Электроника,Телефон,7,5310.67,37174.69
264,2025-11-02,176,Книги,Роман,5,1373.89,6869.45
265,2025-10-12,200,Одежда,Куртка,7,1457.37,10201.59
266,2025-10-21,175,Книги,Роман,7,6431.66,45021.62
267,2025-11-08,138,Продукты,Хлеб,2,2463.15,4926.3
268,2025-10-27,100,Продукты,Молоко,8,3458.21,27665.68
269,2025-10-28,148,Спорт,Мяч,3,4411.96,13235.88
270,2025-11-08,104,Электроника,Телефон,8,9270.13,74161.04
271,2025-10-25,167,Одежда,Кроссовки,5,7144.31,35721.55
272,2025-10-17,167,Спорт,Мяч,6,6528.79,39172.74
273,2025-10-24,187,Спорт,Скакалка,4,2956.85,11827.4
274,2025-10-17,127,Одежда,Кроссовки,2,6181.0,12362.0
275,2025-11-04,106,Книги,Комикс,2,3366.25,6732.5
276,2025-10-27,109,Книги,Учебник,5,6350.29,31751.45
277,2025-11-02,116,Спорт,Мяч,9,7299.08,65691.72
278,2025-10-30,124,Книги,Комикс,3,996.25,2988.75
279,2025-10-23,188,Одежда,Футболка,1,9784.49,9784.49
280,2025-11-06,176,Одежда,Куртка,1,465.08,465.08
281,2025-11-02,138,Одежда,Джинсы,5,900.76,4503.8
282,2025-11-02,123,Продукты,Молоко,4,929.96,3719.84
283,2025-11-09,132,Электроника,Ноутбук,7,4349.22,30444.54
284,2025-10-21,117,Продукты,Хлеб,10,8291.84,82918.4
285,2025-10-13,112,Книги,Энциклопедия,10,9492.72,94927.2
286,2025-10-17,187,Книги,Энциклопедия,4,6180.56,24722.24
287,2025-10-25,119,Продукты,Молоко,3,4221.94,12665.82
288,2025-10-27,108,Спорт,Коврик,6,982.81,5896.86
289,2025-11-05,177,Продукты,Хлеб,1,360.43,360.43
290,2025-11-01,141,Продукты,Молоко,4,290.22,1160.88
291,2025-11-01,164,Спорт,Мяч,2,3511.95,7023.9
292,2025-11-10,197,Электроника,Ноутбук,10,3515.58,35155.8
293,2025-11-10,149,Одежда,Куртка,7,7787.74,54514.18
294,2025-11-02,172,Электроника,Наушники,1,3471.13,3471.13
295,2025-10-24,153,Электроника,Наушники,6,8980.25,53881.5
296,2025-10-17,100,Спорт,Мяч,10,820.83,8208.3
297,2025-10-16,127,Продукты,Хлеб,5,3438.79,17193.95
298,2025-11-01,180,Книги,Роман,2,676.4,1352.8
299,2025-10-16,126,Продукты,Яйца,9,5330.17,47971.53
300,2025-10-23,161,Электроника,Наушники,9,8866.47,79798.23
301,2025-10-18,108,Продукты,Фрукты,1,8111.61,8111.61
302,2025-10-21,113,Электроника,Ноутбук,4,8146.09,32584.36
303,2025-11-02,156,Книги,Учебник,5,3320.62,-16603.1
304,2025-10-27,163,Книги,Роман,4,7859.81,31439.24
305,2025-10-29,139,Спорт,Скакалка,5,6281.51,31407.55
306,2025-11-09,193,Спорт,Гантели,8,6039.27,48314.16
307,2025-10-15,189,Одежда,Кроссовки,6,7743.07,46458.42
308,2025-11-06,168,Книги,Учебник,1,5150.3,5150.3
309,2025-11-07,113,Продукты,Фрукты,1,473.75,473.75
310,2025-10-11,140,Одежда,Кроссовки,3,9219.78,27659.34
311,2025-10-17,163,Электроника,Планшет,2,7691.11,15382.22
312,2025-11-01,156,Электроника,Наушники,8,5261.72,42093.76
313,2025-10-21,171,Электроника,Планшет,6,1647.34,9884.04
314,2025-11-10,130,Книги,Учебник,10,549.29,-5492.9
315,2025-11-05,151,Электроника,Телефон,4,9863.36,39453.44
316,2025-10-29,183,Электроника,Ноутбук,8,2700.11,21600.88
317,2025-10-20,102,Одежда,Кроссовки,9,2704.47,24340.23
318,2025-10-24,199,Книги,Энциклопедия,4,303.74,1214.96
319,2025-10-12,149,Книги,Учебник,3,5231.04,-15693.12
320,2025-11-02,172,Электроника,Планшет,2,2299.92,4599.84
321,2025-10-28,185,Продукты,Молоко,9,4448.84,40039.56
322,2025-10-18,171,Одежда,Куртка,1,3015.1,3015.1
323,2025-10-30,119,Электроника,Планшет,2,6920.05,13840.1
324,2025-10-26,114,Электроника,Наушники,6,6697.29,40183.74
325,2025-10-22,200,Спорт,Скакалка,2,7834.36,15668.72
326,2025-10-15,130,Электроника,Телефон,9,4736.34,42627.06
327,2025-10-11,178,Одежда,Кроссовки,8,1160.15,9281.2
328,2025-10-21,161,Книги,Энциклопедия,4,445.4,1781.6
329,2025-11-02,165,Одежда,Джинсы,5,3356.93,16784.65
330,2025-10-11,174,Книги,Роман,9,267.48,2407.32
331,2025-11-05,178,Продукты,Молоко,4,2140.77,8563.08
332,2025-10-14,177,Спорт,Гантели,1,8111.22,8111.22
333,2025-10-11,169,Продукты,Фрукты,6,9234.66,55407.96
334,2025-11-08,197,Книги,Комикс,9,9585.69,86271.21
335,2025-11-05,126,Книги,Учебник,6,4458.57,26751.42
336,2025-10-12,152,Книги,Учебник,4,6966.38,27865.52
337,2025-11-02,167,Книги,Энциклопедия,8,3005.45,24043.6
338,2025-11-02,155,Одежда,Футболка,2,5800.5,11601.0
339,2025-11-03,101,Электроника,Планшет,1,8271.57,8271.57
340,2025-11-05,195,Электроника,Телефон,5,1156.11,5780.55
341,2025-10-26,169,Книги,Роман,3,4313.93,12941.79
342,2025-11-03,182,Продукты,Яйца,5,8995.5,44977.5
343,2025-10-25,173,Спорт,Гантели,1,5076.11,5076.11
344,2025-10-18,166,Спорт,Гантели,7,8998.76,62991.32
345,2025-10-31,138,Книги,Учебник,1,4033.44,4033.44
346,2025-10-17,131,Продукты,Яйца,2,2991.45,5982.9
347,2025-10-30,186,Одежда,Куртка,8,7450.87,59606.96
348,2025-10-27,186,Одежда,Футболка,5,1614.49,8072.45
349,2025-10-19,126,Продукты,Хлеб,7,758.13,5306.91
350,2025-10-17,112,Книги,Энциклопедия,7,258.67,1810.69
351,2025-10-22,179,Продукты,Фрукты,7,8477.42,59341.94
352,2025-10-25,163,Продукты,Молоко,10,2247.46,22474.6
353,2025-10-23,171,Одежда,Куртка,5,2554.1,12770.5
354,2025-10-28,104,Одежда,Кроссовки,1,691.11,691.11
355,2025-11-04,185,Книги,Роман,9,4802.04,43218.36
356,2025-11-04,185,Продукты,Яйца,1,9901.64,-9901.64
357,2025-10-24,155,Электроника,Телефон,7,9641.66,-67491.62
358,2025-11-03,130,Книги,Учебник,8,5112.26,40898.08
359,2025-11-08,125,Электроника,Наушники,4,9251.99,37007.96
360,2025-11-05,153,Спорт,Гантели,4,9088.05,36352.2
361,2025-10-26,121,Спорт,Гантели,2,1968.31,3936.62
362,2025-11-09,121,Электроника,Ноутбук,10,5870.53,58705.3
363,2025-11-08,115,Электроника,Планшет,4,4375.15,17500.6
364,2025-11-08,115,Книги,Комикс,10,5589.66,55896.6
365,2025-10-19,177,Электроника,Планшет,10,1058.3,10583.0
366,2025-11-10,121,Одежда,Джинсы,4,3705.52,14822.08
367,2025-10-31,153,Электроника,Ноутбук,2,8826.35,17652.7
368,2025-10-11,103,Спорт,Скакалка,6,4070.95,24425.7
369,2025-10-13,183,Одежда,Футболка,6,8136.03,48816.18
370,2025-10-25,180,Книги,Роман,5,6547.14,32735.7
371,2025-11-09,174,Одежда,Джинсы,3,3848.75,11546.25
372,2025-11-06,103,Спорт,Мяч,8,8901.32,71210.56
373,2025-10-15,165,Продукты,Хлеб,7,2628.73,18401.11
374,2025-11-07,121,Продукты,Молоко,10,5994.88,59948.8
375,2025-10-12,141,Одежда,Куртка,4,2279.87,9119.48
376,2025-10-28,183,Одежда,Куртка,10,5349.26,53492.6
377,2025-10-30,176,Книги,Энциклопедия,10,7491.41,74914.1
378,2025-10-29,193,Одежда,Куртка,4,753.25,3013.0
379,2025-11-07,195,Электроника,Ноутбук,2,3555.48,7110.96
380,2025-11-10,118,Одежда,Футболка,2,4232.41,8464.82
381,2025-10-23,187,Книги,Комикс,7,5447.61,38133.27
382,2025-11-07,136,Книги,Комикс,2,1839.14,3678.28
383,2025-10-27,187,Спорт,Мяч,6,6960.11,41760.66
384,2025-11-09,114,Продукты,Фрукты,9,7124.19,64117.71
385,2025-10-30,197,Книги,Комикс,5,285.89,1429.45
386,2025-11-04,158,Продукты,Хлеб,6,9513.31,57079.86
387,2025-11-08,109,Книги,Комикс,2,9554.69,19109.38
388,2025-11-01,197,Продукты,Хлеб,4,7624.17,30496.68
389,2025-10-22,113,Книги,Роман,1,750.41,750.41
390,2025-10-24,183,Одежда,Футболка,6,8927.45,53564.7
391,2025-10-13,169,Спорт,Гантели,8,5282.8,42262.4
392,2025-11-02,187,Спорт,Коврик,8,3054.91,24439.28
393,2025-10-23,155,Спорт,Коврик,1,3083.8,3083.8
394,2025-11-10,195,Книги,Комикс,4,1411.58,5646.32
395,2025-10-31,113,Электроника,Телефон,4,574.4,2297.6
396,2025-10-15,156,Книги,Энциклопедия,1,2927.2,2927.2
397,2025-11-03,111,Продукты,Яйца,2,4107.53,8215.06
398,2025-11-06,191,Одежда,Куртка,6,7906.75,47440.5
399,2025-10-13,172,Одежда,Кроссовки,5,4617.47,23087.35
400,2025-11-07,188,Книги,Роман,3,8767.93,26303.79
401,2025-11-01,112,Книги,Комикс,3,9358.02,28074.06
402,2025-10-20,104,Продукты,Хлеб,5,3547.57,17737.85
403,2025-10-21,116,Одежда,Джинсы,6,6835.6,41013.6
404,2025-10-24,108,Одежда,Футболка,1,9195.57,9195.57
405,2025-10-24,139,Продукты,Фрукты,8,7515.69,60125.52
406,2025-11-05,174,Одежда,Футболка,2,5958.92,11917.84
407,2025-11-08,173,Одежда,Джинсы,10,2941.6,29416.0
408,2025-11-04,122,Одежда,Футболка,4,8143.25,32573.0
409,2025-10-27,152,Электроника,Телефон,3,9606.57,28819.71
410,2025-10-25,173,Спорт,Гантели,4,3348.01,13392.04
411,2025-10-24,196,Книги,Энциклопедия,10,3338.29,33382.9
412,2025-10-14,131,Книги,Учебник,3,788.37,2365.11
413,2025-10-13,101,Книги,Учебник,8,4227.59,33820.72
414,2025-10-29,118,Одежда,Кроссовки,8,845.59,6764.72
415,2025-11-04,115,Спорт,Коврик,5,1579.23,7896.15
416,2025-10-27,172,Электроника,Ноутбук,8,3100.43,24803.44
417,2025-11-06,132,Одежда,Куртка,3,4897.07,14691.21
418,2025-11-08,152,Продукты,Фрукты,6,8897.94,53387.64
419,2025-11-04,135,Книги,Роман,10,1047.97,10479.7
420,2025-11-05,134,Продукты,Яйца,6,7443.23,44659.38
